1995;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;154.0;3.6298701298701297;0.8823765040061184
1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;81.0;3.7901234567901234;1.05076162128164
1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;97.0;3.4536082474226806;1.0553801148098747
1995;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;7.0;2.7142857142857144;1.2777531299998799
1995;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11.0;2.1818181818181817;1.2662171161076474
1995;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;13.0;2.1538461538461537;0.8634593969478326
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8.0;2.25;0.9682458365518543
1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;120.0;3.0083333333333333;1.012388539818363
1995;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;87.0;3.264367816091954;1.0222779399705368
1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57.0;2.8947368421052633;1.1031726261236836
1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37.0;3.081081081081081;1.124142396923537
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;148.0;3.804054054054054;1.1129385487502785
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;40.0;3.0;0.8660254037844386
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;79.0;3.3417721518987342;1.0048751537716123
1994;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;80.0;4.05;0.8789197915623471
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;27.0;3.5555555555555554;0.9162456945817025
1994;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;133.0;3.601503759398496;1.0686218348535266
1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;117.0;4.094017094017094;0.9694734316888363
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;81.0;3.3209876543209877;0.8864850899267277
1977;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;583.0;4.3584905660377355;0.8805848201929344
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;81.0;3.45679012345679;1.1552284015100829
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;91.0;3.769230769230769;0.9027056166115537
1994;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;128.0;2.953125;1.3220449063382833
1995;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;104.0;3.2403846153846154;0.8261960131052469
1994;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;149.0;3.704697986577181;1.0133561469690566
1994;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;394.0;4.060913705583756;1.1494183820170771
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40.0;4.0;1.140175425099138
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;175.0;3.645714285714286;0.8350681262688723
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;83.0;4.0602409638554215;1.0101818706628716
1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;64.0;4.015625;1.0531528186236792
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;59.0;3.864406779661017;0.9647626759835733
1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;127.0;3.141732283464567;1.0095949873905266
1994;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;82.0;3.097560975609756;0.9449449086736836
1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;283.0;4.445229681978798;0.7656518968205106
1993;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;115.0;3.5391304347826087;0.9535923522612346
1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;162.0;3.549382716049383;0.9299705898429638
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;103.0;3.0485436893203883;1.2098193781316677
1994;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;134.0;3.417910447761194;1.1083031770589238
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;321.0;3.853582554517134;1.073786179981242
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;251.0;3.6613545816733066;0.8886516475908088
1994;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;220.0;3.7818181818181817;0.9759081382050637
1994;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;129.0;3.193798449612403;0.9810413655538831
1994;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;128.0;3.46875;0.8472151069828724
1965;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;7.0;3.0;1.3093073414159542
1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5.0;3.0;1.2649110640673518
1993;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;54.0;3.4074074074074074;0.8502400209814073
1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;151.0;3.2781456953642385;0.9501407382495866
1993;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;33.0;2.4545454545454546;1.103463118547462
1993;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;336.0;4.044642857142857;0.8023966280085274
1993;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;68.0;2.764705882352941;0.9869389256213243
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;110.0;3.5545454545454547;1.1167026432262224
1993;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;261.0;3.7203065134099615;1.0106376263511354
1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;176.0;4.0625;0.8670499225429976
1994;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.0;3.0;1.0
1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;58.0;3.0344827586206895;1.0498853343198848
1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;150.0;3.94;0.9813596010977156
1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;138.0;3.9057971014492754;0.947060143472375
1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;213.0;3.539906103286385;1.0091385209988202
1982;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;275.0;4.138181818181818;0.9040295468001043
1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;95.0;3.0526315789473686;1.0893592617259158
1993;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;143.0;3.5874125874125875;1.086011959706141
1993;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;104.0;3.6153846153846154;0.9835932194264945
1996;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;112.0;3.7232142857142856;1.0624249673386297
1990;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;137.0;3.0875912408759123;1.0356735708343332
1992;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;219.0;3.8127853881278537;0.909925484713831
1991;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;295.0;4.0067796610169495;0.9742210111516667
1990;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;256.0;3.79296875;1.042134497808914
1991;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;390.0;4.28974358974359;0.835523748467858
1937;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;172.0;3.7093023255813953;0.8939886980942063
1997;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;508.0;4.155511811023622;0.9747951197308348
1981;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;73.0;3.26027397260274;1.1823751028515108
1970;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.0;3.1296296296296298;1.0894493392653868
1996;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15.0;1.8666666666666667;0.8844332774281066
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;1.4;0.8
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;74.0;2.5675675675675675;0.9597449137602543
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;71.0;2.887323943661972;1.000694065821499
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;42.0;3.5;1.118033988749895
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;65.0;3.076923076923077;1.0714144828603167
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;130.0;3.4307692307692306;1.0879653666607478
1995;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;31.0;2.5161290322580645;1.1033955726765847
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;272.0;3.485294117647059;0.9547504610664352
1996;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.0;2.45;1.2031209415515964
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9.0;4.111111111111111;0.7370277311900889
1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.0;4.447761194029851;0.7587023896799306
1996;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15.0;3.7333333333333334;1.18133634311129
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;125.0;3.824;1.0512012176553072
1996;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;378.0;3.693121693121693;0.979150528610162
1996;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;293.0;3.2150170648464163;1.1045267158020198
1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.0;4.5;0.8660254037844386
1996;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;67.0;2.2388059701492535;1.0939392359288775
1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;429.0;3.438228438228438;1.1152817006592075
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;106.0;2.339622641509434;1.1064714650110001
1996;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;115.0;3.234782608695652;0.9809528179285132
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;187.0;4.053475935828877;0.911792149131427
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;244.0;3.557377049180328;0.9670741772952539
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;97.0;3.804123711340206;1.0516474582520903
1972;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;413.0;4.283292978208232;0.9334446627287792
1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;65.0;3.5384615384615383;1.0239730026026914
1996;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;129.0;3.8217054263565893;0.9437646238148335
1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;23.0;2.260869565217391;1.2586186805330546
1961;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;95.0;3.7263157894736842;1.0305042737280352
1939;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;246.0;4.0772357723577235;0.9574961426087237
1939;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;171.0;3.871345029239766;1.0628484035402406
1941;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;198.0;4.292929292929293;0.843902972695169
1968;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;259.0;3.969111969111969;1.024323669423347
1939;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;105.0;4.123809523809523;0.8911761954506351
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;171.0;3.9005847953216373;1.0466039245930125
1996;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19.0;2.5789473684210527;1.3500795093032274
1969;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50.0;2.78;0.9228217596047464
1993;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.0;3.2131147540983607;1.117883745654578
1954;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;72.0;3.5;0.7264831572567789
1971;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;57.0;3.0701754385964914;1.0062898526105257
1965;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;222.0;3.765765765765766;1.1543490420579416
1988;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;243.0;3.8724279835390947;0.9407230987476228
1992;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;65.0;2.4461538461538463;1.0817474357690424
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10.0;2.5;1.118033988749895
1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;185.0;3.4702702702702704;1.070706981609579
1996;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128.0;3.203125;1.0410284503196827
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23.0;3.0;1.2158375177486576
1996;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;157.0;3.828025477707006;1.0538273825523465
1971;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;326.0;3.6319018404907975;1.0935227882967165
1973;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;82.0;3.6341463414634148;0.9940333596251139
1988;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;247.0;3.785425101214575;0.9472473018530612
1979;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;174.0;3.7471264367816093;0.9793076466424431
1987;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;98.0;3.1020408163265305;1.138292634072191
1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;148.0;3.9864864864864864;0.979426793799302
1986;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;127.0;3.6929133858267718;1.0000929958618845
1989;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;2.6166666666666667;0.9325889889025186
1992;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;101.0;3.227722772277228;0.8886655711808668
1992;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;69.0;3.463768115942029;1.071091954603007
1986;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;220.0;3.481818181818182;1.0333688787985724
1981;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;106.0;3.556603773584906;1.000756211046439
1974;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;92.0;3.5543478260869565;0.9367396097146302
1989;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;151.0;3.589403973509934;0.9081786093463541
1986;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;64.0;4.109375;0.8499482980599466
1986;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;58.0;4.120689655172414;0.7210525402181547
1980;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;67.0;2.955223880597015;0.8882791651562094
1974;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;316.0;4.0664556962025316;0.9930206289680789
1993;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;118.0;4.466101694915254;0.8201095771125366
1988;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;121.0;4.1735537190082646;0.9331160447122274
1991;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;65.0;3.876923076923077;1.0001183361935386
1980;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;367.0;4.204359673024523;0.9215450604437257
1987;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;324.0;4.172839506172839;0.9974055660214763
1981;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420.0;4.252380952380952;0.890756258478233
1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;208.0;3.8173076923076925;1.1030065823511916
1986;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;284.0;3.9471830985915495;0.9273006153689541
1966;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;137.0;3.8613138686131387;0.905639119823734
1957;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;125.0;4.344;0.7167035649416008
1971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;221.0;3.909502262443439;1.161583498008457
1979;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;221.0;4.04524886877828;0.9690866888274348
1997;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;507.0;4.007889546351085;0.9230432064511027
1990;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;226.0;3.9513274336283186;0.9604216482070483
1979;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;291.0;4.034364261168385;0.9262427472126156
1993;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;116.0;3.4310344827586206;1.176084517334698
1960;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;239.0;4.100418410041841;0.91384048249325
1980;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;251.0;3.8366533864541834;0.9240108070214959
1974;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;209.0;4.186602870813397;0.9169391772242041
1987;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;170.0;3.6823529411764704;0.9482090202169362
1992;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;66.0;4.106060606060606;0.9066887454774046
1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;124.0;4.137096774193548;0.9010269894936815
1984;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;276.0;4.163043478260869;0.8201781431588115
1980;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;116.0;4.120689655172414;0.9391409538894027
1983;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;157.0;3.917197452229299;0.765179995805412
1973;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;241.0;4.058091286307054;0.827902218231789
1984;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;301.0;3.9335548172757475;0.9690751427918929
1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;251.0;3.9163346613545817;0.8954133410600875
1967;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;239.0;4.104602510460251;0.9156586152833655
1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;127.0;4.0078740157480315;0.8739093359354028
1957;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;165.0;4.175757575757576;0.8308558212926853
1980;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;206.0;3.825242718446602;1.0089616354770146
1987;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;89.0;3.5168539325842696;1.171883718879318
1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;280.0;3.7642857142857142;0.9343501506831526
1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;182.0;3.868131868131868;0.9043094774259776
1985;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;350.0;3.834285714285714;0.910868614374797
1970;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;136.0;3.9926470588235294;0.9586780384022975
1988;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;50.0;3.38;1.11157545852722
1990;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;66.0;3.8181818181818183;0.9986216395929747
1974;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;200.0;3.945;0.90109655420493
1984;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;191.0;3.905759162303665;1.0034069318043481
1989;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331.0;3.930513595166163;0.8749653643362036
1970;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;206.0;3.912621359223301;0.9148907952924071
1988;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;92.0;3.4565217391304346;1.2372220239245384
1986;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;134.0;3.985074626865672;0.9059099048055832
1982;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;114.0;3.3508771929824563;1.1545672550016066
1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;212.0;3.69811320754717;1.024877455359813
1989;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;290.0;3.910344827586207;0.8860391629805738
1992;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;120.0;3.158333333333333;1.0723481503483636
1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;171.0;3.456140350877193;0.9061874786066634
1984;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;111.0;3.171171171171171;1.3074552263456778
1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;66.0;3.3636363636363638;1.136666626273397
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;74.0;3.72972972972973;1.1064588913761466
1996;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;365.0;3.66027397260274;0.9273234020892063
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;136.0;4.198529411764706;0.7935387323396279
1996;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;44.0;3.7045454545454546;1.0570014503848622
1996;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;109.0;2.908256880733945;1.0712359697189164
1990;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;166.0;3.355421686746988;1.0000907202280767
